,firstName,lastName,commonName,height,skillMoves,weakFootAbility,preferredFoot,leagueName,weight,alternatePositions_0_label,playerAbilities_0_label,playerAbilities_0_description,playerAbilities_0_type_label,playerAbilities_1_label,playerAbilities_1_description,playerAbilities_1_type_label,playerAbilities_2_label,playerAbilities_2_description,playerAbilities_2_type_label,playerAbilities_3_label,playerAbilities_3_description,playerAbilities_3_type_label,playerAbilities_4_label,playerAbilities_4_description,playerAbilities_4_type_label,playerAbilities_5_label,playerAbilities_5_description,playerAbilities_5_type_label,playerAbilities_6_label,playerAbilities_6_description,playerAbilities_6_type_label,nationality,team_name,position_name,position_positionType_name,acceleration,agility,jumping,stamina,strength,aggression,balance,ballControl,composure,crossing,defensiveAwareness,dribbling,finishing,freeKickAccuracy,gkDiving,gkHandling,gkKicking,gkPositioning,gkReflexes,headingAccuracy,longPassing,penalties,positioning,reactions,shortPassing,shotPower,standingTackle,vision,volleys,alternatePositions_1_label,alternatePositions_2_label
281,Piero,Hincapié,,184,3,2,2,Premier League,77,Left Back,Jockey,"Faster Sprint Jockey, better transition speed",Play Style,Block,Increased reach and success in blocking,Play Style,Slide Tackle+,"Greatly improved slide tackle coverage, stops ball at feet",Play Style Plus,,,,,,,,,,,,,Ecuador,Arsenal,Center Back,Defense,80,74,88,85,77,87,69,74,76,55,83,70,41,32,9,15,10,6,9,79,74,33,60,82,78,50,85,57,33,Left Midfielder,
282,Artem,Dovbyk,,189,3,4,2,Serie A Enilive,78,,,,,,,,,,,,,,,,,,,,,,,Ukraine,AS Roma,Striker,Attack,80,72,91,77,80,74,66,79,83,48,32,79,86,58,13,13,5,12,10,85,69,84,85,80,79,89,28,72,67,,
283,Hugo,Ekitiké,,189,4,3,1,Premier League,70,Center Attacking Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Chip Shot,"Faster, more accurate chip shots",Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,,,,,,,,,,,,,France,Liverpool,Striker,Attack,85,80,85,86,69,65,74,86,78,51,28,87,79,51,8,8,7,10,12,77,57,62,86,83,82,82,35,79,77,,
284,Iago,Aspas Juncal,Iago Aspas,176,3,4,2,LALIGA EA SPORTS,67,Striker,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Chip Shot,"Faster, more accurate chip shots",Play Style,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,,,,,,,Spain,Celta,Right Wing,Attack,78,81,80,57,61,65,71,85,84,80,39,85,85,83,12,16,9,12,13,77,75,85,85,82,82,83,21,81,82,Right Midfielder,
285,Moise,Kean,,183,3,3,1,Serie A Enilive,72,,Chip Shot,"Faster, more accurate chip shots",Play Style,Gamechanger,Fancy and Trivela shots are performed with improved accuracy.,Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,,,,,,,,,,,,,Italy,Fiorentina,Striker,Attack,84,79,89,82,72,65,79,83,77,51,40,82,88,48,13,8,10,7,9,83,46,65,86,78,68,87,36,58,72,,
286,Ronald,Araujo,,188,2,3,1,LALIGA EA SPORTS,79,Right Back,Precision Header,Performs headers with increased accuracy and power.,Play Style,Jockey,"Faster Sprint Jockey, better transition speed",Play Style,Block,Increased reach and success in blocking,Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,Slide Tackle,Stops ball at feet during slide tackles,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,Uruguay,FC Barcelona,Center Back,Defense,73,54,91,72,87,87,55,66,76,58,79,55,56,45,11,14,9,11,8,83,66,43,56,81,73,68,83,59,38,,
287,Kingsley,Coman,,181,5,3,1,ROSHN Saudi League,75,Right Midfielder,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,Quick Step,Faster acceleration during Explosive Sprint,Play Style,Rapid+,"Even higher sprint speed while dribbling, reduced error on knock-ons",Play Style Plus,,,,,,,,,,,,,France,Al Nassr,Left Midfielder,Midfielder,90,91,78,65,66,38,85,87,78,80,29,88,73,70,5,3,5,3,5,61,73,65,79,82,80,82,27,80,78,Left Wing,
288,Leandro,Trossard,,171,4,5,1,Premier League,67,Striker,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,,,,,,,,,,,,,,,,,,,Belgium,Arsenal,Left Wing,Attack,87,92,74,76,55,47,85,84,84,79,30,84,83,69,14,8,11,7,7,65,77,75,83,82,82,83,31,81,80,Left Midfielder,
289,Benjamin,White,,185,2,4,1,Premier League,77,,Block,Increased reach and success in blocking,Play Style,,,,,,,,,,,,,,,,,,,England,Arsenal,Right Back,Defense,68,68,82,78,77,81,61,79,81,77,83,74,30,20,8,11,12,5,6,78,79,24,59,84,80,53,84,76,23,,
290,Mateo,Retegui,,186,3,3,1,ROSHN Saudi League,86,,Precision Header,Performs headers with increased accuracy and power.,Play Style,Low Driven Shot,"Enhances a player's ability to execute low driven shots with increased accuracy, faster ball travel, and quicker shot execution.",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,Play Style,,,,,,,,,,Italy,Al Qadsiah,Striker,Attack,69,68,81,74,81,64,58,84,77,51,34,78,88,52,7,9,9,13,9,86,67,76,86,80,78,84,30,68,80,,
291,José María,Giménez,,185,2,3,1,LALIGA EA SPORTS,79,,Precision Header,Performs headers with increased accuracy and power.,Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Slide Tackle,Stops ball at feet during slide tackles,Play Style,,,,,,,,,,,,,Uruguay,Atlético de Madrid,Center Back,Defense,68,60,87,71,85,87,57,70,75,47,87,55,37,44,9,11,7,10,15,82,72,40,25,78,75,73,85,46,34,,
292,Gianluca,Mancini,,190,2,3,1,Serie A Enilive,77,,Precision Header,Performs headers with increased accuracy and power.,Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,Bruiser,Stronger physical tackles,Play Style,,,,,,,,,,Italy,AS Roma,Center Back,Defense,65,35,85,84,79,87,58,76,83,34,87,59,48,34,13,12,8,6,8,84,72,47,36,85,70,51,84,56,40,,
293,Amir,Rrahmani,,192,2,4,1,Serie A Enilive,75,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Block,Increased reach and success in blocking,Play Style,Slide Tackle,Stops ball at feet during slide tackles,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,,,,,,,Kosovo,SSC Napoli,Center Back,Defense,54,48,81,71,80,81,52,71,70,49,87,59,43,41,12,8,13,8,7,81,68,34,49,80,74,60,82,48,39,,
294,Nikola,Milenković,,195,2,3,1,Premier League,90,,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,,,,,,,,,,Serbia,Nott'm Forest,Center Back,Defense,62,40,88,77,90,86,33,70,78,66,85,60,38,29,8,7,13,7,14,85,67,34,33,83,73,60,86,55,62,,
295,Robin,Le Normand,,187,2,3,1,LALIGA EA SPORTS,80,,Slide Tackle,Stops ball at feet during slide tackles,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,,,,,,,,,,,,,,,,Spain,Atlético de Madrid,Center Back,Defense,60,54,86,70,86,76,62,74,73,35,84,55,22,25,9,13,14,15,10,85,74,34,21,83,81,45,86,48,38,,
296,Leon,Goretzka,,189,3,4,1,Bundesliga,82,Center Defensive Midfielder,Power Shot,Faster power shots with increased speed,Play Style,Precision Header,Performs headers with increased accuracy and power.,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Bruiser,Stronger physical tackles,Play Style,,,,,,,Germany,FC Bayern München,Center Midfielder,Midfielder,72,74,84,69,87,83,71,82,82,74,75,80,76,70,13,8,15,11,9,84,84,60,84,85,85,83,83,79,74,Center Attacking Midfielder,
297,Joelinton,Apolinário de Lira,Joelinton,186,3,3,1,Premier League,81,Left Wing,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,Bruiser,Stronger physical tackles,Play Style,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,Play Style,,,,,,,Brazil,Newcastle Utd,Center Midfielder,Midfielder,69,68,90,89,90,91,66,83,83,73,79,83,75,38,9,13,8,13,13,82,79,61,79,85,84,84,84,80,60,Left Midfielder,
298,Felix,Nmecha,,194,4,3,1,Bundesliga,80,Center Midfielder,Block,Increased reach and success in blocking,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,Bruiser,Stronger physical tackles,Play Style,,,,,,,,,,Germany,Borussia Dortmund,Center Defensive Midfielder,Midfielder,77,77,94,78,90,82,76,82,79,59,78,83,73,49,6,10,12,13,8,83,80,55,76,80,80,81,83,77,66,,
299,André-Franck,Zambo Anguissa,,184,3,3,1,Serie A Enilive,83,Center Attacking Midfielder,Precision Header,Performs headers with increased accuracy and power.,Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,,,,,,,,,,Cameroon,SSC Napoli,Center Midfielder,Midfielder,74,74,87,89,82,85,71,82,80,62,79,79,76,56,11,11,9,8,11,76,80,60,82,84,83,75,80,80,58,,
300,Éderson José,dos Santos,Éderson,182,3,3,1,Serie A Enilive,86,,Precision Header,Performs headers with increased accuracy and power.,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,Aerial Fortress,Performs higher jumps and has physical defensive presence before and during aerial duels,Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,Brazil,Bergamo Calcio,Center Midfielder,Midfielder,78,69,80,89,77,80,66,84,84,70,80,81,72,50,14,10,12,13,13,65,82,57,74,80,84,78,84,80,59,,
301,Emre,Can,,186,3,4,1,Bundesliga,86,Center Defensive Midfielder,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Slide Tackle,Stops ball at feet during slide tackles,Play Style,Press Proven,"Close control at jog speed, shields ball more effectively",Play Style,Bruiser+,Even greater strength in physical tackles,Play Style Plus,,,,,,,Germany,Borussia Dortmund,Center Back,Defense,67,65,81,76,86,91,72,75,83,63,79,73,71,64,14,8,8,13,11,82,74,85,70,79,77,85,86,69,69,Center Midfielder,
302,Orkun,Kökçü,,175,3,5,1,Trendyol Süper Lig,72,Center Attacking Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Power Shot,Faster power shots with increased speed,Play Style,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,,,,,,,,,,Turkey,Beşiktaş,Center Midfielder,Midfielder,75,79,67,88,75,82,77,83,81,81,73,78,78,82,9,6,10,6,12,41,85,81,80,80,84,83,74,85,72,Center Defensive Midfielder,
303,Pedro Antonio,Porro Sauceda,Pedro Porro,173,3,3,1,Premier League,69,Right Midfielder,Power Shot,Faster power shots with increased speed,Play Style,Long Ball Pass,"Accurate, faster Lob and Lofted Through Passes",Play Style,Tiki Taka,Accurate first-time Ground Passes,Play Style,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,Block,Increased reach and success in blocking,Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,,,,Spain,Spurs,Right Back,Defense,78,80,77,91,68,75,71,81,79,87,76,80,68,78,15,7,14,5,7,69,78,66,76,80,80,84,79,80,64,,
304,Denis,Zakaria,,190,3,3,1,Ligue 1 McDonald's,81,Center Midfielder,Precision Header,Performs headers with increased accuracy and power.,Play Style,Intercept,Increased reach and possession retention in interceptions,Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,,,,,,,,,,,,,Switzerland,AS Monaco,Center Defensive Midfielder,Midfielder,72,67,89,80,87,87,61,80,82,68,81,78,64,46,12,12,7,13,11,78,79,48,65,80,82,80,82,74,46,,
305,Morgan,Rogers,,188,4,4,1,Premier League,80,Right Midfielder,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,Enforcer,Performs dribble Shoulder Challenges and Shielding with increased effectiveness.,Play Style,,,,,,,,,,,,,England,Aston Villa,Center Attacking Midfielder,Midfielder,74,80,79,83,80,70,74,84,85,75,68,86,80,55,7,8,13,11,14,64,78,60,81,82,82,76,72,83,74,Left Midfielder,Center Midfielder
306,Mile,Svilar,,189,1,3,1,Serie A Enilive,77,,Cross Claimer,"Unique punching animations, powerful punches, faster crosses coverage",Play Style,Rush Out,"Unique reflex saves, better close shot reads, faster rush",Play Style,,,,,,,,,,,,,,,,Serbia,AS Roma,Goalkeeper,Defense,60,66,72,32,61,28,54,28,48,18,12,26,14,22,80,80,77,82,85,22,42,37,9,79,42,58,24,53,16,,
307,Malik,Tillman,,187,4,3,1,Bundesliga,71,Left Wing,Power Shot,Faster power shots with increased speed,Play Style,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,,,,,,,United States,Leverkusen,Center Attacking Midfielder,Midfielder,83,83,88,76,82,62,82,84,78,69,60,83,75,75,9,11,11,12,9,73,75,60,78,81,80,77,67,79,60,Center Midfielder,
308,Otávio Edmilson,da Silva Monteiro,Otávio,171,4,3,1,ROSHN Saudi League,67,Center Midfielder,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Pinged Pass,Faster ground passes without affecting receiver's trapping,Play Style,Tiki Taka,Accurate first-time Ground Passes,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,,,,Portugal,Al Qadsiah,Center Attacking Midfielder,Midfielder,81,85,76,86,65,87,83,85,81,79,69,86,71,72,11,12,9,10,15,65,82,72,80,84,83,73,76,85,69,Right Midfielder,
309,Salem,Al Dawsari,,173,4,5,1,ROSHN Saudi League,71,Left Wing,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Acrobatic,"Perform volleys with increased accuracy, acrobatic volley animations",Play Style,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,Inventive,Fancy and Trivela passes are performed with improved accuracy.,Play Style,Technical,"Faster Controlled Sprint, precise wide turns while dribbling",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,Saudi Arabia,Al Hilal,Left Midfielder,Midfielder,88,85,71,90,77,81,89,82,83,71,65,86,75,60,7,12,13,14,10,51,72,62,79,81,79,77,57,78,79,,
310,Konrad,Laimer,,180,3,3,1,Bundesliga,72,Center Defensive Midfielder,Block,Increased reach and success in blocking,Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,Bruiser,Stronger physical tackles,Play Style,,,,,,,,,,,,,Austria,FC Bayern München,Right Back,Defense,82,76,78,79,69,88,77,75,79,76,86,74,69,47,9,12,12,13,12,67,78,54,73,84,81,74,81,76,60,Center Midfielder,Right Midfielder
311,Mattéo,Guendouzi,,185,4,3,1,Serie A Enilive,68,Center Midfielder,Incisive Pass,"Accurate through passes, curvier swerve passes, faster precision passes",Play Style,Tiki Taka,Accurate first-time Ground Passes,Play Style,Jockey,"Faster Sprint Jockey, better transition speed",Play Style,Block,Increased reach and success in blocking,Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,First Touch,"Reduced trapping error, faster dribbling transition",Play Style,Relentless,"Increased half time fatigue recovery, longer teammate contain and press",Play Style,France,Latium,Center Defensive Midfielder,Midfielder,69,83,73,90,67,86,71,84,82,71,76,78,73,67,6,13,6,13,11,69,81,70,74,81,85,75,79,83,64,,
312,Alejandro,Berenguer Remiro,Álex Berenguer,175,3,4,1,LALIGA EA SPORTS,73,Right Midfielder,Finesse Shot,Faster finesse shots with more curve and accuracy,Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,,,,,,,,,,,,,,,,Spain,Athletic Club,Left Midfielder,Midfielder,85,87,79,80,59,76,88,83,83,81,65,84,79,80,14,16,8,6,13,73,73,72,82,79,80,78,65,77,70,Center Attacking Midfielder,Left Wing
313,David,Raum,,181,3,2,2,Bundesliga,83,Left Midfielder,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,,,,,,,,,,,,,Germany,RB Leipzig,Left Back,Defense,86,77,81,89,75,72,77,79,78,88,74,79,59,70,11,8,14,12,6,62,77,49,71,78,78,64,76,79,55,,
314,David,Alaba,,180,3,4,2,LALIGA EA SPORTS,78,Left Back,Dead Ball,"Faster, accurate set pieces with longer trajectory preview",Play Style,Anticipate,"Improved standing tackle success, possibility of stopping ball at feet",Play Style,,,,,,,,,,,,,,,,Austria,Real Madrid,Center Back,Defense,64,71,79,72,77,73,77,83,84,83,84,77,62,85,5,7,14,15,9,75,80,79,71,83,86,82,83,78,67,Left Midfielder,
315,Gerónimo,Rulli,,189,1,3,1,Ligue 1 McDonald's,84,,Footwork,"Exclusive foot saves, better performance on low shots",Play Style,,,,,,,,,,,,,,,,,,,Argentina,OM,Goalkeeper,Defense,56,58,73,42,73,26,50,15,61,12,15,14,15,20,82,77,80,81,83,12,50,24,12,79,36,60,13,68,16,,
316,Milos,Kerkez,,180,3,3,2,Premier League,71,Left Midfielder,Whipped Pass,"Accurate, faster crosses with more curve",Play Style,Slide Tackle,Stops ball at feet during slide tackles,Play Style,Rapid,"Higher sprint speed while dribbling, reduced error on knock-ons",Play Style,,,,,,,,,,,,,Hungary,Liverpool,Left Back,Defense,88,83,74,90,75,83,84,77,76,81,78,77,53,52,8,13,10,13,13,60,68,50,76,78,77,80,80,76,53,,
